"EX_pi_e_i","EX_co2_e_i","EX_fe3_e_i","EX_h_e_i","EX_mn2_e_i","EX_fe2_e_i","EX_zn2_e_i","EX_mg2_e_i","EX_ca2_e_i","EX_ni2_e_i","EX_cu2_e_i","EX_sel_e_i","EX_cobalt2_e_i","EX_h2o_e_i","EX_mobd_e_i","EX_so4_e_i","EX_nh4_e_i","EX_k_e_i","EX_na1_e_i","EX_cl_e_i","EX_o2_e_i","EX_tungs_e_i","EX_slnt_e_i","EX_gal_e_i","EX_glc__D_e_i","WT","AlsR","AppY","ArcA","ArgR","AscG","BasR","BolA","CpxR","Cra","CreB","CsgD","CspA","CysB","CytR","DcuR","EvgA","FadR","FhlA","Fis","FliZ","Fur","GadE","GadW","GadX","GcvA","GlcC","GlpR","HdfR","IclR","IdnR","KdgR","LldR","LrhA","Lrp","MarA","MarR","Mlc","ModE","NagC","NarL","NarP","NsrR","NtrC","OmpR","OxyR","PdhR","PhoB","PrpR","PurR","QseB","RcsB","Rob","RutR","SdiA","SoxR","SoxS","TdcA","TdcR","TorR","UvrY","UxuR","YdeO","RpoN","ACKr_rev","ACONTa_for","ACONTb_for","BIOMASS_Ec_iML1515_core_75p37M","CS","EDA","EDD","ENO_for","EX_ac_e_o","EX_gal_e_i_MEASURE","EX_glc__D_e_i_MEASURE","FBA_for","FUM_for","GAPD_for","GND","ICDHyr_for","ICL","MALS","MDH_for","ME1","PDH","PFK","PGI_for","PGK_rev","PGM_rev","PPC","PPCK","PTAr_for","PYK","SUCDi","TALA_for"
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.67,1.98,1.98,0.66,1.98,0.52,0.52,12.52,4.01,0,8.8,6.42,1.01,13.51,1.61,1.98,0,0,0.28,0.73,8.21,6.42,5.73,13.51,13.51,2.86,0.08,4.67,9.15,1.01,0.51
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.66,1.74,1.74,0.51,1.74,0.62,0.62,10.9,4.55,0,7.05,5.45,0.96,11.68,1.41,1.74,0,0,0.46,0.5,7.63,5.45,4.8,11.68,11.68,2.35,0.2,4.66,8.29,0.96,0.46
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.67,1.38,1.38,0.47,1.38,0.1,0.1,10.71,4.96,0,6.51,5.6,0.65,11.43,1.19,1.38,0,0,0.52,0.13,7.19,5.6,5.07,11.43,11.43,1.81,0.13,4.67,8.6,0.65,0.38
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.43,2.53,2.53,0.56,2.53,0.83,0.83,14.02,4.91,0,8.95,6.91,1.63,14.92,1.82,2.53,0,0,0.93,0.71,10.37,6.91,6.04,14.92,14.92,2.94,0.33,6.43,10.88,1.63,0.59
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.77,1.88,1.88,0.54,1.88,0.5,0.5,11.69,4.4,0,7.77,5.95,1.04,12.54,1.43,1.88,0,0,0.5,0.54,7.99,5.95,5.31,12.54,12.54,2.53,0.21,4.77,8.87,1.04,0.46
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.64,2.03,2.03,0.54,2.03,0.43,0.43,12.7,4.56,0,7.99,6.45,1.19,13.54,1.59,2.03,0,0,0.7,0.5,8.98,6.45,5.71,13.54,13.54,2.62,0.36,5.64,9.95,1.19,0.51
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.85,1.62,1.62,0.52,1.62,0.73,0.73,10.96,4.44,0,6.84,5.45,0.83,11.75,1.3,1.62,0,0,0.68,0.15,7.72,5.45,4.88,11.75,11.75,2.03,0.2,4.85,8.65,0.83,0.42
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.43,1.8,1.8,0.54,1.8,0.77,0.77,12.98,4.52,0,8.26,6.45,0.96,13.83,1.4,1.8,0,0,0.48,0.48,9.56,6.45,5.84,13.83,13.83,2.47,0.21,6.43,10.22,0.96,0.45
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.85,1.13,1.13,0.4,1.13,0.56,0.56,8.03,4,0,4.76,3.89,0.58,8.58,1.34,1.13,0,0,0.34,0.24,5.84,3.89,3.2,8.58,8.58,1.45,0.05,3.85,6.29,0.58,0.44
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6.65,1.89,1.89,0.49,1.89,0.45,0.45,13.21,4.51,0,8.13,6.65,1.11,14,1.58,1.89,0,0,0.72,0.39,9.77,6.65,5.89,14,14,2.33,0.29,6.65,10.71,1.11,0.51
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.72,2.34,2.34,0.5,2.34,0.48,0.48,11.9,4.08,0,8.14,6.03,1.53,12.72,1.45,2.34,0,0,1.25,0.28,8.34,6.03,5.37,12.72,12.72,2.35,0.35,4.72,9.42,1.53,0.47
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.65,1.68,1.68,0.55,1.68,0.46,0.46,11.34,4.5,0,7.03,5.8,0.84,12.18,1.35,1.68,0,0,0.74,0.1,7.65,5.8,5.21,12.18,12.18,2.2,0.33,4.65,8.97,0.84,0.43
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.69,1.68,1.68,0.55,1.68,0.62,0.62,10.15,3.8,0,6.39,5.1,0.85,10.98,1.44,1.68,0,0,0.83,0.02,6.67,5.1,4.45,10.98,10.98,1.94,0.18,3.69,7.9,0.85,0.47
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.43,2.14,2.14,0.57,2.14,1.14,1.14,12.19,4.64,0,8.32,5.88,1.27,13.07,1.51,2.14,0,0,1.02,0.26,8.97,5.88,5.21,13.07,13.07,2.56,0.46,5.43,9.56,1.27,0.48
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.91,1.62,1.62,0.49,1.62,0.57,0.57,11.12,4.12,0,7.24,5.57,0.84,11.9,1.49,1.62,0,0,0.4,0.44,7.77,5.57,4.87,11.9,11.9,2.42,0.33,4.91,8.55,0.84,0.48
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.62,1.47,1.47,0.45,1.47,0.08,0.08,9.39,4.34,0,5.52,4.87,0.8,10.06,1.48,1.47,0,0,0.68,0.13,6.14,4.87,4.13,10.06,10.06,1.99,0.44,3.62,7.44,0.8,0.48
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.62,2.06,2.06,0.56,2.06,0.46,0.46,11.94,4.09,0,7.72,6.09,1.19,12.82,1.53,2.06,0,0,0.52,0.67,8.06,6.09,5.39,12.82,12.82,2.9,0.39,4.62,8.91,1.19,0.49
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.78,2.03,2.03,0.55,2.03,0.38,0.38,12.19,4.29,0,8.1,6.29,1.15,13.07,1.32,2.03,0,0,0.63,0.53,8.2,6.29,5.74,13.07,13.07,2.74,0.36,4.78,9.28,1.15,0.42
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.12,1.8,1.8,0.53,1.8,0.44,0.44,10.74,4.12,0,6.71,5.47,1,11.55,1.42,1.8,0,0,0.72,0.27,7.19,5.47,4.83,11.55,11.55,2.25,0.28,4.12,8.29,1,0.46
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.48,2.2,2.2,0.56,2.2,0.55,0.55,12.23,3.62,0,8.3,6.25,1.27,13.17,1.46,2.2,0,0,1.07,0.22,8.15,6.25,5.62,13.17,13.17,2.64,0.47,4.48,9.5,1.27,0.47
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.8,1.61,1.61,0.55,1.61,0.3,0.3,11.62,4.71,0,7.23,6,0.78,12.46,1.46,1.61,0,0,0.77,0.02,7.75,6,5.34,12.46,12.46,2.28,0.49,4.8,9.33,0.78,0.47
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.19,1.67,1.67,0.55,1.67,0.38,0.38,11.89,5.24,0,6.98,6.1,0.85,12.72,1.41,1.67,0,0,0.32,0.53,8.17,6.1,5.47,12.72,12.72,2.37,0.1,5.19,9.13,0.85,0.45
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.92,2.01,2.01,0.54,2.01,0.86,0.86,11.6,4.42,0,7.81,5.75,1.16,12.44,1.25,2.01,0,0,0.73,0.44,8.26,5.75,5.23,12.44,12.44,2.57,0.35,4.92,8.87,1.16,0.4
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.38,2.21,2.21,0.5,2.21,0.23,0.23,11.54,3.45,0,7.41,5.94,1.41,12.32,1.53,2.21,0,0,0.97,0.45,7.83,5.94,5.2,12.32,12.32,2.49,0.37,4.38,8.95,1.41,0.5
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.32,2.22,2.22,0.57,2.22,0.51,0.51,11.74,4.01,0,7.75,5.97,1.35,12.61,1.51,2.22,0,0,0.86,0.49,7.91,5.97,5.29,12.61,12.61,2.59,0.26,4.32,8.88,1.35,0.48
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.96,2.27,2.27,0.55,2.27,0.58,0.58,11.75,3.69,0,8.09,5.99,1.34,12.68,1.39,2.27,0,0,0.86,0.48,7.7,5.99,5.41,12.68,12.68,2.67,0.23,3.96,8.75,1.34,0.45
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.16,2.01,2.01,0.53,2.01,0.55,0.55,11.88,5.62,0,7.54,5.92,1.21,12.68,1.86,2.01,0,0,1.21,0,8.43,5.92,4.98,12.68,12.68,2.01,0.32,5.16,9.7,1.21,0.61
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.94,3.02,3.02,0.52,3.02,1.35,1.35,12.46,3.86,0,7.93,5.91,2.12,13.36,1.59,3.02,0,0,1.33,0.79,9.37,5.91,5.19,13.36,13.36,2.85,0.16,4.94,9.24,2.12,0.51
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.06,1.56,1.56,0.5,1.56,0.6,0.6,10.01,4.06,0,6.38,5.01,0.8,10.77,1.37,1.56,0,0,0.78,0.02,6.82,5.01,4.38,10.77,10.77,1.94,0.31,4.06,7.93,0.8,0.44
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.99,2.3,2.3,0.52,2.3,0.49,0.49,12.37,4.2,0,7.65,6.26,1.46,13.22,1.6,2.3,0,0,0.43,1.03,8.63,6.26,5.51,13.22,13.22,3.08,0.26,4.99,9.04,1.46,0.52
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.69,1.71,1.71,0.54,1.71,0.6,0.6,11.37,4.51,0,7.73,5.74,0.86,12.22,1.44,1.71,0,0,0.74,0.12,7.74,5.74,5.1,12.22,12.22,2.45,0.54,4.69,8.95,0.86,0.46
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6.02,1.57,1.57,0.55,1.57,0.71,0.71,12.36,5.9,0,7.95,6.14,0.73,13.21,1.62,1.57,0,0,0.58,0.16,8.92,6.14,5.37,13.21,13.21,2.36,0.43,6.02,9.94,0.73,0.52
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3.99,1.83,1.83,0.51,1.83,0.57,0.57,10.5,3.8,0,6.88,5.29,1.03,11.31,1.39,1.83,0,0,0.76,0.27,7.09,5.29,4.66,11.31,11.31,2.28,0.32,3.99,8.07,1.03,0.45
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,4.35,1.7,1.7,0.53,1.7,0.6,0.6,10.64,4.45,0,6.64,5.33,0.9,11.44,1.45,1.7,0,0,0.64,0.26,7.3,5.33,4.67,11.44,11.44,2.19,0.25,4.35,8.23,0.9,0.47
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6.24,2.15,2.15,0.5,2.15,0.37,0.37,13.14,4.42,0,8.1,6.67,1.37,13.92,1.54,2.15,0,0,0.58,0.8,9.62,6.67,5.93,13.92,13.92,2.69,0.25,6.24,10.23,1.37,0.5
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4.92,1.71,1.71,0.53,1.71,0.58,0.58,11.3,4.82,0,7.21,5.67,0.91,12.11,1.51,1.71,0,0,0.55,0.36,7.89,5.67,4.96,12.11,12.11,2.38,0.33,4.92,8.77,0.91,0.49
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,4.44,1.65,1.65,0.52,1.65,0.62,0.62,10.69,4.32,0,6.84,5.37,0.85,11.49,1.33,1.65,0,0,0.53,0.32,7.35,5.37,4.78,11.49,11.49,2.29,0.29,4.44,8.21,0.85,0.42
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,4.76,1.88,1.88,0.54,1.88,0.8,0.8,11.22,4.73,0,7.42,5.52,1.06,12.05,1.6,1.88,0,0,0.47,0.59,7.93,5.52,4.76,12.05,12.05,2.59,0.27,4.76,8.41,1.06,0.52
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5.12,1.87,1.87,0.55,1.87,0.82,0.82,11.64,4.9,0,7.5,5.76,1.03,12.48,1.44,1.87,0,0,0.73,0.31,8.31,5.76,5.11,12.48,12.48,2.34,0.28,5.12,9.08,1.03,0.46
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5.06,2.04,2.04,0.55,2.04,0.85,0.85,12.16,4.78,0,8.26,6.01,1.14,13.06,1.61,2.04,0,0,0.85,0.29,8.52,6.01,5.28,13.06,13.06,2.61,0.42,5.06,9.43,1.14,0.52
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,4.79,2.14,2.14,0.58,2.14,0.97,0.97,11.75,4.38,0,7.74,5.78,1.26,12.65,1.37,2.14,0,0,0.87,0.39,8.34,5.78,5.2,12.65,12.65,2.56,0.31,4.79,8.98,1.26,0.44
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,4.16,1.62,1.62,0.48,1.62,0.35,0.35,10.34,4,0,6.73,5.27,0.87,11.09,1.47,1.62,0,0,0.63,0.25,6.96,5.27,4.56,11.09,11.09,2.43,0.6,4.16,8.06,0.87,0.48
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,4.94,1.67,1.67,0.51,1.67,0.85,0.85,10.85,4.94,0,7,5.31,0.9,11.63,1.39,1.67,0,0,0.87,0.03,7.84,5.31,4.68,11.63,11.63,1.91,0.25,4.94,8.72,0.9,0.45
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5.81,1.92,1.92,0.53,1.92,0.18,0.18,12.93,5.64,0,7.96,6.69,1.1,13.76,1.59,1.92,0,0,0.55,0.55,9.02,6.69,5.93,13.76,13.76,2.61,0.32,5.81,10.16,1.1,0.51
50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2.51,0.92,0.92,0.35,0.92,0.12,0.12,6.62,2.36,0,4.12,3.43,0.41,7.12,1,0.92,0,0,0.22,0.19,4.2,3.43,2.94,7.12,7.12,1.44,0.17,2.51,5.05,0.41,0.33
